Date,Release_Year,User_Review,Name,Price_Sold,Place_Sold
15/2/2025,2014,5/5 It's the game of the year!,Zelda Breath of the Wild (made by Nintendo),48.02,USA
3/2/2025,2024,5/5 A masterpiece!,Elden Ring (made by FromSoftware),32.86,United Kingdom
1/2/2025,2014,"2/5 Solid mechanics, weak plot.",Doom Eternal (made by id Software),31.19,Europe
8/2/2025,2011,"1/5 Overhyped, but still fun.",League of Legends (made by Riot Games),43.74,United Kingdom
26/2/2025,2015,"3/5 Amazing game, but a bit short.",Doom Eternal (made by id Software),36.60,United Kingdom
26/2/2025,2025,3/5 Graphics are next-level!,Elden Ring (made by FromSoftware),31.96,Europe
22/2/2025,2021,2/5 Multiplayer could be better.,Halo Infinite (made by 343 Industries),25.87,Europe
21/2/2025,2025,"3/5 Amazing game, but a bit short.",Dark Souls (made by FromSoftware),43.5,Europe
20/2/2025,2013,5/5 It's the game of the year!,Zelda Breath of the Wild (made by Nintendo),48.68,Europe
17/2/2025,2020,5/5 Masterpiece!,Cyberpunk (made by CD Projekt Red),45.75,Japan
6/2/2025,2023,"3/5 Overhyped, but still fun.",Apex Legends (made by Respawn Entertainment),11.96,Europe
13/2/2025,2014,"2/5 Solid mechanics, weak plot.",Zelda Breath of the Wild (made by Nintendo),27.68,Europe
18/2/2025,2017,"2/5 Solid mechanics, weak plot.",Elden Ring (made by FromSoftware),67.64,USA
10/2/2025,2023,"3/5 Amazing game, but a bit short.",Apex Legends (made by Respawn Entertainment),45.75,United Kingdom
5/2/2025,2012,4/5 The story was incredible!,God of War (made by Santa Monica Studio),50.89,United Kingdom
13/2/2025,2025,4/5 Too many bugs at launch.,Zelda Breath of the Wild (made by Nintendo),34.75,USA
4/2/2025,2023,Multiplayer could be better.,Cyberpunk (made by CD Projekt Red),39.25,USA
2/2/2025,2016,"2/5 Solid mechanics, weak plot.",God of War (made by Santa Monica Studio),47.85,Japan
18/2/2025,2010,1/5 Graphics are next-level!,Super Mario Odyssey (made by Nintendo),32.95,Japan
10/2/2025,2024,4/5 The story was incredible!,Super Mario Odyssey (made by Nintendo),43.81,Europe
18/2/2025,2019,3/5 Graphics are decent,Dark Souls (made by FromSoftware),45.02,Japan
1/2/2025,2024,4/5 Graphics are next-level!,Super Mario Odyssey (made by Nintendo),65.29,USA
1/2/2025,2011,"3/5 Overhyped, but still fun.",GTA V (made by Rockstar Games),67.75,United Kingdom
20/2/2025,2017,5/5 Masterpiece!,Red Dead Redemption (made by Rockstar Games),53.68,USA
27/2/2025,2015,4/5 The story was incredible!,Valorant (made by Riot Games),62.96,Europe
12/2/2025,2025,"2/5 Solid mechanics, weak plot.",Valorant (made by Riot Games),65.18,USA
17/2/2025,2025,5/5 It's the game of the year!,League of Legends (made by Riot Games),57.39,Japan
21/2/2025,2023,4/5 Graphics are next-level!,League of Legends (made by Riot Games),69.65,Europe
24/2/2025,2010,5/5 It's the game of the year!,Fortnite (made by Epic Games),23.48,Europe
20/2/2025,2019,5/5 It's the game of the year!,Minecraft (made by Mojang Studios),11.08,United Kingdom
25/2/2025,2025,4/5 The story was incredible!,Elden Ring (made by FromSoftware),49.54,Europe
6/2/2025,2011,"2/5 Solid mechanics, weak plot.",Sekiro Shadows Die Twice (made by FromSoftware),13.68,United Kingdom
23/2/2025,2021,4/5 The story was incredible!,Elden Ring (made by FromSoftware),34.85,USA
1/2/2025,2013,5/5 It's the game of the year!,God of War (made by Santa Monica Studio),59.95,United Kingdom
15/2/2025,2015,3/5 Best game of the year!,League of Legends (made by Riot Games),53.78,USA
7/2/2025,2020,Too many bugs at launch.,Fortnite (made by Epic Games),49.68,Japan
7/2/2025,2021,"2/5 Solid mechanics, weak plot.",Sekiro Shadows Die Twice (made by FromSoftware),41.53,Europe
15/2/2025,2010,"2/5 Amazing game, but a bit short.",GTA V (made by Rockstar Games),33.07,Europe
19/2/2025,2015,4/5 The story was incredible!,Dark Souls (made by FromSoftware),66.51,USA
22/2/2025,2016,3/5 Graphics are decent,Sekiro Shadows Die Twice (made by FromSoftware),28.96,USA
19/2/2025,2021,"3/5 Overhyped, but still fun.",GTA V (made by Rockstar Games),29.80,USA
12/2/2025,2023,3/5 Graphics are decent,Halo Infinite (made by 343 Industries),15.47,USA
14/2/2025,2012,4/5 The story was incredible!,Halo Infinite (made by 343 Industries),37.28,Japan
27/2/2025,2025,5/5 Masterpiece!,Halo Infinite (made by 343 Industries),52.07,Japan
3/2/2025,2011,Multiplayer could be better.,Red Dead Redemption (made by Rockstar Games),60.10,Japan
21/2/2025,2019,4/5 Graphics are next-level!,Halo Infinite (made by 343 Industries),61.18,Japan
20/2/2025,2023,5/5 Best game of the year!,Halo Infinite (made by 343 Industries),68.84,Europe
7/2/2025,2017,"3/5 Overhyped, but still fun.",Valorant (made by Riot Games),28.66,United Kingdom
17/2/2025,2021,5/5 It's the game of the year!,Elden Ring (made by FromSoftware),26.71,United Kingdom
7/2/2025,2025,"3/5 Amazing game, but a bit short.",Super Mario Odyssey (made by Nintendo),64.20,Europe
11/2/2025,2021,"5/5 Overhyped, but still fun.",Sekiro Shadows Die Twice (made by FromSoftware),36.63,Europe
27/2/2025,2023,"3/5 Amazing game, but a bit short.",Doom Eternal (made by id Software),35.36,Japan
8/2/2025,2021,2/5 The story was incredible!,Super Mario Odyssey (made by Nintendo),67.06,USA
5/2/2025,2020,2/5 Multiplayer could be better.,Valorant (made by Riot Games),56.25,Japan
8/2/2025,2025,4/5 The story was incredible!,League of Legends (made by Riot Games),14.71,USA
28/2/2025,2012,5/5 A masterpiece!,God of War (made by Santa Monica Studio),34.86,USA
15/2/2025,2022,2/5 A masterpiece!,God of War (made by Santa Monica Studio),48.70,Europe
5/2/2025,2020,5/5 Masterpiece!,Elden Ring (made by FromSoftware),37.07,Europe
12/2/2025,2022,"3/5 Overhyped, but still fun.",Elden Ring (made by FromSoftware),17.44,USA
13/2/2025,2022,5/5 Masterpiece!,Halo Infinite (made by 343 Industries),42.60,United Kingdom
14/2/2025,2019,4/5 The story was incredible!,Super Mario Odyssey (made by Nintendo),50.64,United Kingdom
1/2/2025,2025,Multiplayer could be better.,Minecraft (made by Mojang Studios),45.53,Europe
6/2/2025,2020,3/5 Graphics are decent,Minecraft (made by Mojang Studios),20.23,United Kingdom
25/2/2025,2024,"2/5 Solid mechanics, weak plot.",Zelda Breath of the Wild (made by Nintendo),50.90,Japan
4/2/2025,2022,Multiplayer could be better.,Sekiro Shadows Die Twice (made by FromSoftware),53.09,Japan
16/2/2025,2022,"3/5 Amazing game, but a bit short.",Red Dead Redemption (made by Rockstar Games),33.40,Japan
1/2/2025,2014,4/5 Too many bugs at launch.,Minecraft (made by Mojang Studios),69.98,Japan
16/2/2025,2015,3/5 Graphics are decent,Elden Ring (made by FromSoftware),56.32,Europe
17/2/2025,2015,Too many bugs at launch.,League of Legends (made by Riot Games),61.85,Europe
4/2/2025,2015,5/5 Masterpiece!,Zelda Breath of the Wild (made by Nintendo),38.96,United Kingdom
12/2/2025,2023,3/5 Multiplayer could be better.,Zelda Breath of the Wild (made by Nintendo),17.28,USA
24/2/2025,2022,1/5 Too many bugs at launch.,Super Mario Odyssey (made by Nintendo),27.94,Europe
23/2/2025,2011,Multiplayer could be better.,Zelda Breath of the Wild (made by Nintendo),21.17,Europe
23/2/2025,2015,Multiplayer could be better.,God of War (made by Santa Monica Studio),50.11,Japan
18/2/2025,2014,Multiplayer could be better.,Fortnite (made by Epic Games),10.41,Japan
13/2/2025,2017,Multiplayer could be better.,Super Mario Odyssey (made by Nintendo),45.52,USA
22/2/2025,2025,3/5 Graphics are decent,Doom Eternal (made by id Software),11.69,Europe
5/2/2025,2014,4/5 The story was incredible!,Resident Evil (made by Capcom),43.36,USA
22/2/2025,2022,2/5 Multiplayer could be better.,Sekiro Shadows Die Twice (made by FromSoftware),49.04,United Kingdom
10/2/2025,2022,5/5 It's the game of the year!,Elden Ring (made by FromSoftware),53.10,USA
3/2/2025,2025,"2/5 Solid mechanics, weak plot.",Apex Legends (made by Respawn Entertainment),15.5,United Kingdom
2/2/2025,2021,5/5 Masterpiece!,GTA V (made by Rockstar Games),52.28,Europe
6/2/2025,2025,1/5 Best game of the year!,League of Legends (made by Riot Games),17.03,United Kingdom
2/2/2025,2018,Too many bugs at launch.,Cyberpunk (made by CD Projekt Red),55.07,Europe
20/2/2025,2016,5/5 Masterpiece!,Super Mario Odyssey (made by Nintendo),37.15,Europe
7/2/2025,2011,Too many bugs at launch.,God of War (made by Santa Monica Studio),66.09,USA
15/2/2025,2021,1/5 Multiplayer could be better.,Red Dead Redemption (made by Rockstar Games),63.96,USA
11/2/2025,2021,4/5 The story was incredible!,Resident Evil (made by Capcom),32.70,Europe
17/2/2025,2013,"3/5 Overhyped, but still fun.",Doom Eternal (made by id Software),24.03,United Kingdom
23/2/2025,2012,3/5 Graphics are decent,Elden Ring (made by FromSoftware),68.01,USA
23/2/2025,2019,5/5 It's the game of the year!,Super Mario Odyssey (made by Nintendo),67.18,Japan
14/2/2025,2025,"3/5 Amazing game, but a bit short.",Resident Evil (made by Capcom),41.5,Japan
8/2/2025,2016,2/5 Too many bugs at launch.,Zelda Breath of the Wild (made by Nintendo),21.64,USA
26/2/2025,2019,"1/5 Overhyped, but still fun.",Red Dead Redemption (made by Rockstar Games),44.90,United Kingdom
26/2/2025,2017,2/5 The story was incredible!,Minecraft (made by Mojang Studios),17.85,Japan
25/2/2025,2017,"3/5 Amazing game, but a bit short.",Elden Ring (made by FromSoftware),15.86,United Kingdom
9/2/2025,2022,2/5 Multiplayer could be better.,Fortnite (made by Epic Games),30,Europe
8/2/2025,2016,5/5 It's the game of the year!,Fortnite (made by Epic Games),65.81,United Kingdom
21/2/2025,2019,"2/5 Solid mechanics, weak plot.",Minecraft (made by Mojang Studios),43.45,Europe
13/2/2025,2011,"2/5 Solid mechanics, weak plot.",Dark Souls (made by FromSoftware),24.43,Europe
3/2/2025,2020,"3/5 Overhyped, but still fun.",Zelda Breath of the Wild (made by Nintendo),45.85,Europe
10/2/2025,2019,5/5 Masterpiece!,Overwatch (made by Blizzard Entertainment),19.42,United Kingdom
23/2/2025,2020,2/5 Graphics are next-level!,Apex Legends (made by Respawn Entertainment),61.39,United Kingdom
23/2/2025,2023,Too many bugs at launch.,Super Mario Odyssey (made by Nintendo),36.45,United Kingdom
21/2/2025,2019,Multiplayer could be better.,Overwatch (made by Blizzard Entertainment),35.71,USA
7/2/2025,2020,"3/5 Amazing game, but a bit short.",Zelda Breath of the Wild (made by Nintendo),47.93,United Kingdom
16/2/2025,2023,"3/5 Overhyped, but still fun.",Apex Legends (made by Respawn Entertainment),36.03,USA
19/2/2025,2025,Too many bugs at launch.,Valorant (made by Riot Games),14.26,United Kingdom
11/2/2025,2025,5/5 A masterpiece!,Valorant (made by Riot Games),35.18,Japan
21/2/2025,2012,Multiplayer could be better.,Elden Ring (made by FromSoftware),49.71,Japan
10/2/2025,2012,3/5 The story was incredible!,Overwatch (made by Blizzard Entertainment),44.14,USA
3/2/2025,2021,Multiplayer could be better.,Minecraft (made by Mojang Studios),45.64,United Kingdom
12/2/2025,2019,Multiplayer could be better.,Dark Souls (made by FromSoftware),15.1,USA
17/2/2025,2017,Multiplayer could be better.,Cyberpunk (made by CD Projekt Red),11.14,Europe
25/2/2025,2011,Too many bugs at launch.,GTA V (made by Rockstar Games),44.71,Japan
23/2/2025,2023,Too many bugs at launch.,Cyberpunk (made by CD Projekt Red),38.10,United Kingdom
10/2/2025,2023,2/5 Graphics are next-level!,Cyberpunk (made by CD Projekt Red),52.32,United Kingdom
2/2/2025,2019,"3/5 Overhyped, but still fun.",Elden Ring (made by FromSoftware),28.60,USA
27/2/2025,2016,5/5 Multiplayer could be better.,Valorant (made by Riot Games),31.32,Japan
16/2/2025,2016,4/5 The story was incredible!,GTA V (made by Rockstar Games),64.68,Japan
28/2/2025,2015,"1/5 Amazing game, but a bit short.",God of War (made by Santa Monica Studio),39.78,Japan
18/2/2025,2023,"4/5 Amazing game, but a bit short.",Halo Infinite (made by 343 Industries),63.15,Europe
25/2/2025,2011,4/5 The story was incredible!,God of War (made by Santa Monica Studio),66.65,Europe
24/2/2025,2018,"2/5 Solid mechanics, weak plot.",Horizon Zero Dawn (made by Guerrilla Games),24.19,Europe
4/2/2025,2011,Too many bugs at launch.,Apex Legends (made by Respawn Entertainment),20.84,Japan
8/2/2025,2024,Multiplayer could be better.,Zelda Breath of the Wild (made by Nintendo),49.65,United Kingdom
20/2/2025,2020,5/5 It's the game of the year!,Halo Infinite (made by 343 Industries),62.53,Japan
22/2/2025,2018,"3/5 Overhyped, but still fun.",Super Mario Odyssey (made by Nintendo),30.05,Japan
19/2/2025,2023,4/5 Too many bugs at launch.,Super Mario Odyssey (made by Nintendo),61.43,Japan
1/2/2025,2021,3/5 The story was incredible!,Fortnite (made by Epic Games),61.71,United Kingdom
14/2/2025,2024,Too many bugs at launch.,GTA V (made by Rockstar Games),53.03,United Kingdom
28/2/2025,2024,Too many bugs at launch.,Dark Souls (made by FromSoftware),61.93,USA
4/2/2025,2010,5/5 Multiplayer could be better.,GTA V (made by Rockstar Games),16.30,Europe
26/2/2025,2015,5/5 It's the game of the year!,Elden Ring (made by FromSoftware),50.82,Europe
13/2/2025,2023,Multiplayer could be better.,Apex Legends (made by Respawn Entertainment),37.46,USA
27/2/2025,2018,5/5 It's the game of the year!,Doom Eternal (made by id Software),31.80,Japan
27/2/2025,2015,Multiplayer could be better.,League of Legends (made by Riot Games),63,USA
1/2/2025,2015,Too many bugs at launch.,Zelda Breath of the Wild (made by Nintendo),67.04,United Kingdom
6/2/2025,2017,"3/5 Overhyped, but still fun.",Resident Evil (made by Capcom),56.50,United Kingdom
3/2/2025,2011,5/5 Masterpiece!,GTA V (made by Rockstar Games),33.89,Europe
8/2/2025,2022,3/5 A masterpiece!,God of War (made by Santa Monica Studio),14.55,USA
1/2/2025,2021,5/5 It's the game of the year!,Red Dead Redemption (made by Rockstar Games),61.68,United Kingdom
16/2/2025,2022,Too many bugs at launch.,Cyberpunk (made by CD Projekt Red),57.89,Europe
10/2/2025,2012,"3/5 Amazing game, but a bit short.",Zelda Breath of the Wild (made by Nintendo),14.94,Japan
12/2/2025,2010,"3/5 Amazing game, but a bit short.",Sekiro Shadows Die Twice (made by FromSoftware),67.67,Europe
5/2/2025,2011,Multiplayer could be better.,Horizon Zero Dawn (made by Guerrilla Games),37.96,United Kingdom
16/2/2025,2019,"2/5 Solid mechanics, weak plot.",Overwatch (made by Blizzard Entertainment),18.52,United Kingdom
10/2/2025,2013,"3/5 Overhyped, but still fun.",Valorant (made by Riot Games),25.30,USA
24/2/2025,2018,4/5 The story was incredible!,Cyberpunk (made by CD Projekt Red),34.71,Japan
28/2/2025,2021,5/5 It's the game of the year!,Red Dead Redemption (made by Rockstar Games),16.32,United Kingdom
13/2/2025,2017,2/5 Graphics are next-level!,Doom Eternal (made by id Software),43.46,USA
28/2/2025,2011,5/5 Best game of the year!,Overwatch (made by Blizzard Entertainment),24.26,Japan
21/2/2025,2010,1/5 Best game of the year!,GTA V (made by Rockstar Games),65.03,Europe
9/2/2025,2023,5/5 Masterpiece!,Zelda Breath of the Wild (made by Nintendo),44.50,Europe
27/2/2025,2011,"3/5 Amazing game, but a bit short.",Super Mario Odyssey (made by Nintendo),65.68,United Kingdom
7/2/2025,2022,5/5 It's the game of the year!,Apex Legends (made by Respawn Entertainment),60.35,United Kingdom
12/2/2025,2017,3/5 Graphics are decent,Doom Eternal (made by id Software),56.46,Japan
16/2/2025,2015,4/5 The story was incredible!,Zelda Breath of the Wild (made by Nintendo),43.09,Europe
6/2/2025,2015,Too many bugs at launch.,Overwatch (made by Blizzard Entertainment),11.47,Europe
20/2/2025,2014,"1/5 Solid mechanics, weak plot.",GTA V (made by Rockstar Games),29.21,USA
16/2/2025,2017,Multiplayer could be better.,Super Mario Odyssey (made by Nintendo),15.43,Europe
24/2/2025,2017,Multiplayer could be better.,Zelda Breath of the Wild (made by Nintendo),48.88,USA
25/2/2025,2019,3/5 Best game of the year!,GTA V (made by Rockstar Games),30.64,Europe
20/2/2025,2013,3/5 Graphics are decent,Valorant (made by Riot Games),60.53,United Kingdom
28/2/2025,2013,"4/5 Solid mechanics, weak plot.",Minecraft (made by Mojang Studios),56.71,Japan
3/2/2025,2016,Multiplayer could be better.,Valorant (made by Riot Games),15.52,United Kingdom
27/2/2025,2022,4/5 Multiplayer could be better.,GTA V (made by Rockstar Games),28.85,USA
21/2/2025,2021,"2/5 Solid mechanics, weak plot.",God of War (made by Santa Monica Studio),19.19,USA
27/2/2025,2023,3/5 Graphics are decent,Apex Legends (made by Respawn Entertainment),51.31,USA
16/2/2025,2022,3/5 Graphics are decent,Valorant (made by Riot Games),41.54,USA
19/2/2025,2016,Too many bugs at launch.,God of War (made by Santa Monica Studio),53.96,Europe
6/2/2025,2011,Too many bugs at launch.,Sekiro Shadows Die Twice (made by FromSoftware),47.42,USA
26/2/2025,2023,Multiplayer could be better.,God of War (made by Santa Monica Studio),37.81,Europe
1/2/2025,2014,Too many bugs at launch.,GTA V (made by Rockstar Games),62.78,Europe
21/2/2025,2012,4/5 The story was incredible!,GTA V (made by Rockstar Games),54.39,Japan
3/2/2025,2015,"3/5 Amazing game, but a bit short.",Horizon Zero Dawn (made by Guerrilla Games),32.75,Europe
21/2/2025,2023,5/5 The story was incredible!,League of Legends (made by Riot Games),65.26,Japan
5/2/2025,2013,Too many bugs at launch.,Apex Legends (made by Respawn Entertainment),66.01,United Kingdom
15/2/2025,2017,2/5 Graphics are next-level!,Dark Souls (made by FromSoftware),18.89,Europe
4/2/2025,2016,"3/5 Overhyped, but still fun.",Cyberpunk (made by CD Projekt Red),52.78,United Kingdom
16/2/2025,2015,4/5 Multiplayer could be better.,Overwatch (made by Blizzard Entertainment),51.71,Europe
13/2/2025,2013,4/5 Graphics are next-level!,Doom Eternal (made by id Software),10.94,Europe
9/2/2025,2023,"2/5 Solid mechanics, weak plot.",Red Dead Redemption (made by Rockstar Games),61.64,USA
7/2/2025,2011,5/5 Too many bugs at launch.,Super Mario Odyssey (made by Nintendo),40.74,Japan
14/2/2025,2020,Too many bugs at launch.,Fortnite (made by Epic Games),69.53,Europe
20/2/2025,2015,3/5 Graphics are decent,Halo Infinite (made by 343 Industries),18.18,Japan
14/2/2025,2019,5/5 Masterpiece!,Resident Evil (made by Capcom),20.73,USA
23/2/2025,2021,"2/5 Solid mechanics, weak plot.",Cyberpunk (made by CD Projekt Red),45.46,Europe
9/2/2025,2010,"2/5 Solid mechanics, weak plot.",Apex Legends (made by Respawn Entertainment),32.99,USA
15/2/2025,2025,3/5 Too many bugs at launch.,Valorant (made by Riot Games),30.82,Japan
28/2/2025,2014,"2/5 Solid mechanics, weak plot.",Horizon Zero Dawn (made by Guerrilla Games),60.46,Japan
15/2/2025,2018,5/5 It's the game of the year!,Super Mario Odyssey (made by Nintendo),35.89,United Kingdom
4/2/2025,2025,1/5 Multiplayer could be better.,Apex Legends (made by Respawn Entertainment),23.62,United Kingdom
20/2/2025,2017,"2/5 Solid mechanics, weak plot.",GTA V (made by Rockstar Games),27.28,Europe
27/2/2025,2013,3/5 Graphics are decent,Zelda Breath of the Wild (made by Nintendo),55.96,USA
11/2/2025,2022,4/5 The story was incredible!,Apex Legends (made by Respawn Entertainment),21.62,Europe
28/2/2025,2010,"3/5 Overhyped, but still fun.",Horizon Zero Dawn (made by Guerrilla Games),36.96,Japan
14/2/2025,2017,Too many bugs at launch.,Red Dead Redemption (made by Rockstar Games),40.95,Europe
15/2/2025,2015,Multiplayer could be better.,Sekiro Shadows Die Twice (made by FromSoftware),28.73,Europe
19/2/2025,2019,3/5 Graphics are decent,Dark Souls (made by FromSoftware),65.46,USA
16/2/2025,2023,2/5 Best game of the year!,Horizon Zero Dawn (made by Guerrilla Games),19.46,Europe
6/2/2025,2022,"3/5 Overhyped, but still fun.",Sekiro Shadows Die Twice (made by FromSoftware),14.53,Europe
25/2/2025,2023,Multiplayer could be better.,Elden Ring (made by FromSoftware),42.32,United Kingdom
25/2/2025,2023,Too many bugs at launch.,League of Legends (made by Riot Games),38.86,Europe
5/2/2025,2015,"3/5 Overhyped, but still fun.",Cyberpunk (made by CD Projekt Red),50.21,Japan
18/2/2025,2024,"2/5 Solid mechanics, weak plot.",Resident Evil (made by Capcom),43.81,Europe
9/2/2025,2015,5/5 It's the game of the year!,Elden Ring (made by FromSoftware),39.50,Japan
26/2/2025,2016,Too many bugs at launch.,Super Mario Odyssey (made by Nintendo),50.82,Japan
4/2/2025,2014,5/5 Masterpiece!,God of War (made by Santa Monica Studio),60.17,Japan
25/2/2025,2011,"3/5 Solid mechanics, weak plot.",Super Mario Odyssey (made by Nintendo),68.93,USA
21/2/2025,2010,1/5 Too many bugs at launch.,Cyberpunk (made by CD Projekt Red),15.02,Japan
15/2/2025,2010,3/5 Graphics are decent,Resident Evil (made by Capcom),17.10,Japan
11/2/2025,2020,2/5 Too many bugs at launch.,God of War (made by Santa Monica Studio),22.37,United Kingdom
23/2/2025,2012,5/5 Masterpiece!,Horizon Zero Dawn (made by Guerrilla Games),45.96,Europe
8/2/2025,2021,4/5 Too many bugs at launch.,Elden Ring (made by FromSoftware),29.39,United Kingdom
10/2/2025,2019,"4/5 Overhyped, but still fun.",Valorant (made by Riot Games),53.46,USA
17/2/2025,2012,"4/5 Overhyped, but still fun.",Horizon Zero Dawn (made by Guerrilla Games),20.17,USA
26/2/2025,2017,"4/5 Amazing game, but a bit short.",God of War (made by Santa Monica Studio),25.03,USA
10/2/2025,2012,Too many bugs at launch.,Cyberpunk (made by CD Projekt Red),31.12,USA
10/2/2025,2023,"2/5 Overhyped, but still fun.",Super Mario Odyssey (made by Nintendo),15.22,Europe
26/2/2025,2023,Too many bugs at launch.,GTA V (made by Rockstar Games),38.21,USA
13/2/2025,2014,5/5 Too many bugs at launch.,Super Mario Odyssey (made by Nintendo),58.06,United Kingdom
21/2/2025,2023,"3/5 Overhyped, but still fun.",Super Mario Odyssey (made by Nintendo),58.28,USA
7/2/2025,2021,"3/5 Overhyped, but still fun.",Cyberpunk (made by CD Projekt Red),50.64,Europe
12/2/2025,2019,5/5 Masterpiece!,Red Dead Redemption (made by Rockstar Games),21.44,Japan
7/2/2025,2011,4/5 Multiplayer could be better.,Sekiro Shadows Die Twice (made by FromSoftware),42.10,Japan
6/2/2025,2025,Multiplayer could be better.,Super Mario Odyssey (made by Nintendo),35.68,United Kingdom
10/2/2025,2018,Too many bugs at launch.,Cyberpunk (made by CD Projekt Red),67.29,United Kingdom
12/2/2025,2022,2/5 The story was incredible!,Horizon Zero Dawn (made by Guerrilla Games),16.39,Japan
13/2/2025,2025,5/5 Multiplayer could be better.,Fortnite (made by Epic Games),45.95,Europe
27/2/2025,2023,5/5 It's the game of the year!,Doom Eternal (made by id Software),39.82,United Kingdom
27/2/2025,2017,5/5 Best game of the year!,Super Mario Odyssey (made by Nintendo),55.90,Europe
8/2/2025,2023,5/5 Multiplayer could be better.,Minecraft (made by Mojang Studios),18.12,Japan
6/2/2025,2010,1/5 The story was incredible!,God of War (made by Santa Monica Studio),49.21,United Kingdom
25/2/2025,2012,"3/5 Amazing game, but a bit short.",Red Dead Redemption (made by Rockstar Games),55.82,USA
20/2/2025,2020,Multiplayer could be better.,Super Mario Odyssey (made by Nintendo),15.56,USA
4/2/2025,2024,5/5 It's the game of the year!,Super Mario Odyssey (made by Nintendo),31.30,Europe
26/2/2025,2011,5/5 It's the game of the year!,Apex Legends (made by Respawn Entertainment),58.14,United Kingdom
20/2/2025,2025,"1/5 Solid mechanics, weak plot.",Valorant (made by Riot Games),25.14,USA
22/2/2025,2018,4/5 Best game of the year!,Fortnite (made by Epic Games),52.96,Europe
18/2/2025,2018,5/5 Graphics are next-level!,Overwatch (made by Blizzard Entertainment),29.60,Japan
20/2/2025,2016,5/5 Masterpiece!,Cyberpunk (made by CD Projekt Red),25.16,USA
3/2/2025,2024,5/5 It's the game of the year!,Fortnite (made by Epic Games),38.06,United Kingdom
18/2/2025,2025,"2/5 Solid mechanics, weak plot.",Red Dead Redemption (made by Rockstar Games),56.90,USA
15/2/2025,2024,5/5 It's the game of the year!,Dark Souls (made by FromSoftware),25.60,USA
4/2/2025,2011,2/5 A masterpiece!,Apex Legends (made by Respawn Entertainment),32.85,Europe
21/2/2025,2025,"5/5 Overhyped, but still fun.",Red Dead Redemption (made by Rockstar Games),61.57,Japan
21/2/2025,2021,5/5 Masterpiece!,Cyberpunk (made by CD Projekt Red),36.20,Japan
17/2/2025,2019,Multiplayer could be better.,GTA V (made by Rockstar Games),15.58,USA
12/2/2025,2015,5/5 It's the game of the year!,Cyberpunk (made by CD Projekt Red),34.00,United Kingdom
11/2/2025,2013,1/5 Best game of the year!,Super Mario Odyssey (made by Nintendo),13.80,Japan
23/2/2025,2013,4/5 The story was incredible!,Super Mario Odyssey (made by Nintendo),62.20,Europe
28/2/2025,2021,Multiplayer could be better.,Super Mario Odyssey (made by Nintendo),30.28,Europe
8/2/2025,2013,"3/5 Amazing game, but a bit short.",Super Mario Odyssey (made by Nintendo),18.34,USA
7/2/2025,2011,Too many bugs at launch.,Doom Eternal (made by id Software),32.18,USA
10/2/2025,2018,5/5 Graphics are next-level!,Horizon Zero Dawn (made by Guerrilla Games),13.25,USA
25/2/2025,2021,2/5 A masterpiece!,God of War (made by Santa Monica Studio),25.21,Japan
25/2/2025,2025,"2/5 Solid mechanics, weak plot.",Super Mario Odyssey (made by Nintendo),29.89,Europe
11/2/2025,2020,3/5 Best game of the year!,Minecraft (made by Mojang Studios),25.91,United Kingdom
9/2/2025,2020,Too many bugs at launch.,Cyberpunk (made by CD Projekt Red),47.14,Japan
7/2/2025,2016,5/5 A masterpiece!,Fortnite (made by Epic Games),10.17,USA
25/2/2025,2016,1/5 Best game of the year!,Overwatch (made by Blizzard Entertainment),65.56,United Kingdom
1/2/2025,2021,5/5 It's the game of the year!,Minecraft (made by Mojang Studios),36.40,USA
19/2/2025,2018,4/5 A masterpiece!,Fortnite (made by Epic Games),19.35,Europe
8/2/2025,2018,3/5 Graphics are decent,Minecraft (made by Mojang Studios),35.20,Japan
10/2/2025,2025,5/5 It's the game of the year!,Super Mario Odyssey (made by Nintendo),36.31,USA
12/2/2025,2012,3/5 A masterpiece!,Resident Evil (made by Capcom),53.20,United Kingdom
18/2/2025,2021,"3/5 Amazing game, but a bit short.",League of Legends (made by Riot Games),18.64,United Kingdom
6/2/2025,2023,Too many bugs at launch.,Doom Eternal (made by id Software),11.53,Europe
25/2/2025,2013,"3/5 Amazing game, but a bit short.",Minecraft (made by Mojang Studios),28.34,United Kingdom
4/2/2025,2014,5/5 Graphics are next-level!,League of Legends (made by Riot Games),55.21,Japan
12/2/2025,2011,3/5 Graphics are decent,Doom Eternal (made by id Software),28.60,United Kingdom
5/2/2025,2020,4/5 Graphics are next-level!,Cyberpunk (made by CD Projekt Red),31.07,Europe
1/2/2025,2023,"3/5 Overhyped, but still fun.",Super Mario Odyssey (made by Nintendo),46.25,Japan
8/2/2025,2019,"3/5 Amazing game, but a bit short.",God of War (made by Santa Monica Studio),21.80,USA
25/2/2025,2024,Multiplayer could be better.,Elden Ring (made by FromSoftware),43.53,Japan
19/2/2025,2014,Too many bugs at launch.,Cyberpunk (made by CD Projekt Red),61.39,Japan
13/2/2025,2013,5/5 Too many bugs at launch.,Super Mario Odyssey (made by Nintendo),24.14,United Kingdom
19/2/2025,2020,3/5 Graphics are decent,God of War (made by Santa Monica Studio),54.68,USA
23/2/2025,2014,4/5 The story was incredible!,Cyberpunk (made by CD Projekt Red),47.15,Europe
